Data set,layers,maxGen,pop_size,mutation_rate,mutation_range,crossover_rate,loss1,loss2,average1,average2
machine,2,500,500,0.5,10,0.5,0.015576648113608,0.000307086358271,0.017303550627204,0.002030237382521
machine,2,500,500,0.5,10,0.5,0.008229675099536,0.000142420787235,0.017303550627204,0.002030237382521
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,0,500,500,0.2,10,0.2,100,100,100,100
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,73.3333333333333,80,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,83.3333333333333,75,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,1,500,500,0.2,10,0.2,100,100,95.6666666666667,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,75,75,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,73.3333333333333,80,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
soybean,2,500,500,0.2,10,0.2,100,100,94.8333333333333,95.5
